Gene,N0416,N0417,N0429,N0510,N151127,N160118,N160331
DPEP1,0.014942,0.038859,0.134528,0.0154,0.188973,0.103533,0.114238
BID,1.069752,0.794043,0.249972,0.998193,1.747093,1.322512,2.092419
MATR3,62.754356,28.930393,8.915793,48.024651,48.911865,58.038898,47.776669
XYLT2,1.127048,1.034595,1.056846,0.806173,3.330363,3.437424,4.257873
RGPD5,9.056054,6.39818,2.614124,9.80352,8.338345,6.493444,7.590975
STMN4,0.046334,0.046523,0.498706,0.032865,0.054225,0.047912,0.040309
NUDCD3,2.976159,2.541178,1.750054,4.133872,4.482275,3.998321,5.397998
ISL1,0.280658,0.380474,0.704682,0.700875,0.74354,3.217128,4.31221
CHDH,2.271281,1.166089,0.453046,1.606852,2.95454,2.719942,4.88902
IL20RA,0.086335,0.303081,0.216087,0.191708,0.389326,0.587821,1.08025
CLCA4,0.027857,0.054247,0.181099,0.016782,0.04714,0.009304,0.0483
GLT8D1,21.049234,7.593664,2.883614,17.237267,14.870669,22.29314,36.235588
ATP2C1,11.45718,11.031743,3.778402,21.073124,19.665731,20.07242,16.991325
IGF1,0.207504,0.047343,0.104165,0.097322,3.368354,0.113707,0.689809
SLC38A5,0.087704,0.099894,0.394463,0.069344,0.243261,0.199649,0.072856
RALBP1,6.346567,3.281106,1.87568,5.816401,10.179734,8.7411,9.117246
RUFY3,13.430944,5.359702,6.531745,13.182041,22.44446,27.929255,24.413633
CNTN1,20.052486,9.03908,2.942484,20.434372,20.797882,23.052505,23.894709
SLC11A1,0.038154,0.364352,0.244892,0.064786,1.544004,0.15359,0.667781
WWTR1,0.602043,3.313233,1.91736,0.939397,6.445562,2.865079,5.789225
AGPS,4.695801,1.416846,1.045763,4.054626,4.646184,4.657113,5.773557
CXorf56,4.833107,1.988515,1.261263,2.913493,4.444193,3.32857,3.929657
ATP1A2,0.931605,3.074017,11.964827,1.877823,7.141668,4.758834,12.767748
TTC27,3.836986,1.419548,1.040623,2.821483,3.751707,3.957773,3.334801
ZNF582,3.577071,0.267607,0.552412,3.057545,1.946143,2.240298,2.554876
VSIG2,0.163777,0.194931,0.386259,0.134206,0.336851,0.172585,0.132025
PHLDB1,1.114426,5.018611,3.765414,1.278525,5.712323,3.374908,6.009849
MARCO,0.241917,0.348653,0.169321,0.278408,0.715078,1.12589,0.417533
PRDM11,0.900027,0.38298,0.86008,0.892983,1.265787,0.586001,1.489902
SYT13,11.322948,4.923616,0.366964,8.818924,22.354918,17.089161,15.276291
SNAI2,0.174544,0.178997,0.228313,0.147423,2.271389,0.565991,1.598375
CD74,25.972891,23.393633,23.323267,17.343027,265.778809,74.120766,247.140091
HGF,1.152871,2.079274,0.93658,0.958395,2.259414,3.383286,1.594306
ZRANB1,4.799152,2.875241,1.579225,4.309723,5.4111,4.299273,5.015126
NCDN,2.867912,3.073816,1.056263,4.240625,8.886221,12.516782,12.790089
ADGRA2,0.155679,0.73788,1.170007,0.245618,10.021192,1.903184,4.605257
ZFP64,1.14345,1.198574,0.968408,1.684678,2.226841,2.649752,3.154351
MNAT1,8.617958,4.590383,1.805879,6.070041,5.231544,5.510728,5.684366
SAMD4A,0.409723,1.796985,1.050204,0.696751,2.411815,0.593307,0.672055
RUNX3,0.055497,0.153009,0.181474,0.07121,0.670253,0.041118,0.225295
MRE11,2.132355,1.070939,1.092386,1.644585,2.290287,2.151735,2.798192
PLEKHB1,26.09094,10.68726,9.237073,21.626894,48.389183,48.560356,46.337887
SERPINB1,8.743223,6.372198,1.350527,7.89904,12.984577,16.330456,14.105771
CYP3A43,0.018384,0.019211,0.189412,0.021373,0.032,0.04119,0.008982
SLC7A9,0.054262,0.09109,0.175732,0.10685,0.004865,0.083585,0.064882
SPAST,8.135841,2.896531,2.539997,5.621427,8.245975,7.138019,6.38689
NRXN3,3.263431,0.948248,0.214719,1.359823,0.938528,0.962514,0.715997
OSBPL5,0.574824,1.216245,0.998228,0.867862,2.943262,2.041245,2.870556
AQR,5.230681,2.596417,1.933348,4.820146,5.271128,4.924955,5.479458
CPS1,0.161347,0.580752,0.930636,0.187613,0.301665,0.133519,0.214314
FHL1,15.994617,12.685191,14.819619,18.309195,38.480648,27.628716,35.014282
RTF2,17.979626,5.622137,2.708296,12.380837,16.970375,15.493032,17.737745
NLRP2,0.144711,0.160907,0.081946,0.183571,0.176403,0.089768,0.121513
SLC45A4,2.102613,1.701539,0.462946,1.075781,1.893768,2.242743,1.566629
RNF10,7.341339,8.274051,4.099931,8.321036,17.339521,19.728786,24.521229
ZNF839,0.720513,0.683605,0.40348,0.868928,0.859458,0.792743,0.727148
ZDHHC6,5.545733,2.300672,1.996389,4.872835,5.373857,6.081974,6.317526
GRAMD1B,1.431612,4.182251,1.226895,5.563501,1.648937,1.844207,3.363365
RNH1,4.792484,2.462113,1.263791,4.41765,8.56389,9.141009,10.677701
NDUFS1,4.090013,1.850533,0.930429,3.245413,4.517084,4.572768,5.367812
RB1CC1,11.192201,4.692702,3.034209,8.135256,10.060513,10.290936,10.507398
ERP44,7.587059,3.641051,1.670616,5.695965,9.301828,9.751325,13.099396
ALAS1,4.176277,2.379208,1.205506,3.317623,5.16786,5.546794,8.674441
BIRC3,2.842329,1.83929,1.169339,0.460495,1.736453,2.503317,2.329362
AKAP11,14.913296,8.738509,4.211701,13.483476,21.987808,22.960648,23.604431
GLRX2,5.847016,1.561139,0.977918,3.605553,5.397566,6.553524,8.211518
SNAPC1,4.785378,1.558606,0.834726,2.214197,2.396613,3.492586,3.163448
DERA,5.656483,1.674079,0.766375,3.31235,8.313062,9.442343,6.590642
STRAP,30.658871,8.856807,4.019457,19.859207,36.443851,32.838673,43.819206
ABCC2,0.039511,0.054934,0.208396,0.041384,0.016885,0.013903,0.029969
DEF6,0.337514,0.720292,0.615489,0.905663,1.797295,0.816775,1.172121
PLEKHO1,1.480236,1.822415,1.23954,1.916704,5.553636,3.397323,4.486507
GCLM,2.244491,1.537029,0.745684,1.657707,4.809792,5.24333,6.173117
UBR2,7.167123,4.065084,2.591732,6.932878,6.454085,7.450774,7.591567
EHD2,0.119369,0.813676,1.259719,0.198162,6.383134,1.865297,6.172439
DEPDC1,0.031085,0.023995,0.091425,0.02474,0.050659,0,0.028566
CCDC28A,8.205432,2.279729,1.25453,6.964764,9.743569,9.102192,10.570481
RRAGD,9.277935,3.905644,1.504338,9.599952,13.42847,15.331765,15.193509
HSF2,6.278312,2.09563,1.099863,4.161976,4.79601,5.501176,5.231319
PHF20,5.860198,4.589258,1.299531,4.99694,7.191561,7.312242,7.819899
HSD17B6,0.10198,0.025178,0.167202,0.033129,0.01571,0.134667,0.149163
NR1H3,0.421351,0.517505,0.747662,0.643528,1.522171,0.602506,1.088473
TYMP,0.908676,0.941699,0.873286,1.32782,12.219461,7.786295,5.547964
NCAPH2,3.724215,2.217748,1.048258,3.775352,5.901579,6.667979,6.420994
TOMM34,4.704558,2.824641,1.35055,4.462171,6.747253,7.66434,8.265761
SEC63,9.705806,5.80612,2.425105,8.284242,22.361551,19.368898,17.29385
KPNA6,5.536946,4.815754,1.977155,6.169559,12.64816,12.616002,15.541014
VIM,5.095077,16.03636,27.771271,6.565272,116.730042,59.962498,82.18367
RTEL1-TNFRSF6B,1.230405,2.258479,0.676253,2.143687,1.880278,1.414324,1.600707
FAS,0.102264,0.256096,0.173236,0.125759,0.607162,0.249317,0.325192
RNASET2,1.461018,1.244757,0.961879,1.865693,3.740364,2.30794,2.367116
CD44,0.542431,1.928021,2.594593,0.471581,6.610038,1.118428,5.69439
AGPAT4,3.349883,2.996543,1.88533,4.343163,3.284362,3.121671,2.77133
SLAMF7,0.072088,0.067197,0.187792,0.072658,1.270094,0.032332,0.143965
BTN3A1,5.67585,2.46364,1.701407,5.855615,4.090731,6.207151,6.238379
MIPEP,3.369625,1.842645,0.897921,3.478692,3.278873,3.893279,3.913564
PRKCH,5.034389,2.202639,1.39672,3.897566,7.212905,8.23226,7.889511
INSRR,0.020182,0.091403,0.205882,0.022198,0.125713,0.052634,0.102917
IFNGR1,11.033511,5.447164,3.436248,7.273162,18.909483,11.923062,16.344477
B4GALT7,2.277642,1.279647,0.934238,2.163012,5.798668,5.816648,7.302816
SH2D2A,0.076376,0.30062,0.456918,0.068912,0.81396,0.320705,0.364496
VRK2,3.547504,1.403385,1.409753,3.601589,5.445729,4.823565,3.979554
TNFRSF1B,0.35833,1.632337,0.771578,0.455756,5.854464,1.314217,3.194895
VEZT,12.361888,13.354631,3.790962,10.931303,8.436897,11.235983,10.006444
POU2F2,0.051486,0.410062,0.159393,0.139602,0.685321,0.402655,0.768081
BRD9,2.442612,4.970624,1.052462,7.751166,3.982911,3.629226,5.172356
SNX1,4.768234,3.556034,2.604289,4.850377,10.914796,8.685237,11.456154
TBPL1,3.938393,0.98025,0.794865,2.247399,3.88849,3.463283,3.895689
ARNTL2,0.979904,0.832522,0.256037,0.958441,1.400156,0.714579,1.260388
BCLAF1,32.806221,16.391663,7.597751,23.340227,27.254667,25.366844,25.909077
SLC39A9,14.204777,4.509136,1.760206,10.448394,15.210934,15.729914,19.874878
ANK1,0.051206,0.136685,0.187151,0.053134,0.195423,0.241108,0.334556
IBSP,1.947637,0.026972,0.216561,0.514852,0.396517,0,0.650221
TFB1M,3.36789,1.316721,0.589038,2.073863,0.854099,3.530154,3.367869
RABEP1,9.487,4.788115,2.824168,8.397005,11.770633,10.221571,12.661381
HMGB3,0.779404,0.159923,0.818127,0.411273,1.09971,0.992213,1.831278
NUP160,4.932438,3.609408,2.59303,4.87473,5.969052,5.084044,5.22212
BAK1,1.077934,0.988345,0.437897,1.118318,2.07005,1.397777,2.237888
MUSK,0.036051,0.055708,0.228069,0.050215,0.178473,0.052166,0.168134
IKZF2,2.218573,1.994071,0.923156,2.376221,1.511502,1.545471,2.28531
GRN,8.867622,5.156868,2.007759,6.777266,59.293896,35.074776,42.197201
FAM13B,5.599233,3.29007,1.945616,4.61129,5.37253,5.170525,10.175195
ARHGAP31,0.551454,1.051787,1.448973,0.789716,3.479459,1.571168,2.541977
CENPQ,2.123669,0.485625,0.377031,1.141463,1.44153,1.730594,1.792569
SARS1,32.263695,14.935678,5.42554,24.271606,30.951132,34.634552,35.354916
RANBP3,5.330609,3.471271,1.954602,5.343209,14.111713,15.102279,16.201971
ARID4A,8.439536,3.134614,2.27367,8.622709,7.132111,6.984935,8.350417
EIPR1,7.532807,3.667991,1.838062,6.037959,7.672186,8.503743,3.047362
PNPLA6,1.697527,3.458625,1.919765,2.85675,6.862462,6.537631,5.794304
IFT88,9.548594,3.296516,1.68113,7.507607,6.500912,6.071833,8.521478
ALG1,1.614549,0.679926,0.593216,1.74403,3.165267,1.997585,2.666401
ZCCHC8,2.983595,2.35567,1.541354,1.973598,2.61197,2.723542,2.803658
ABCF2,3.064814,1.624228,1.066501,2.606518,4.491773,4.893585,5.032772
CHPF2,7.730622,5.940578,1.556928,10.12329,14.75941,15.08235,18.6693
LRRC7,0.099166,0.070769,0.216527,0.10378,0.052076,0.087804,0.036356
FUT8,3.546077,2.044004,1.985294,2.370446,5.176112,4.148585,6.110026
UBA6,12.93538,6.868807,2.62595,11.300735,7.702243,8.922954,7.966558
GAB2,0.68082,2.080034,0.632556,0.580505,0.93809,0.566656,0.73688
ATP6V0A1,19.845049,15.038034,4.500801,25.437347,29.244383,27.92358,28.541307
PIAS1,4.560888,3.022103,2.164743,4.22982,7.521164,7.374209,7.626168
SLC4A7,4.944335,3.440099,2.136571,2.610499,4.001173,2.685837,2.555254
APBA2,0.284276,0.365075,0.297635,0.02059,0.308366,0.351519,0.406645
MAP2K3,1.27456,5.153266,1.144532,3.220501,7.249035,7.133487,10.58544
EFCAB1,0.521902,0.064671,0.611191,0.282562,1.294425,0.808406,1.262268
TMSB10,53.865414,23.355879,19.891466,31.499081,176.715881,145.757477,235.110672
ASTE1,2.024566,0.789734,0.457592,1.592083,1.612809,1.471553,1.618723
RNF19A,11.177951,8.755243,3.037343,7.538135,13.454328,9.118866,10.591892
PEX3,5.753527,2.280077,1.074056,3.73679,4.431676,5.273787,5.557225
GABARAPL2,43.000221,14.625529,5.303645,33.549587,55.755405,42.703571,63.867378
MYOC,0.024971,0.045404,0.241319,0.013768,0.082367,0.022864,0.045112
SH3YL1,3.496232,3.808316,0.860233,2.792608,5.203218,7.634923,9.392382
FAM136A,6.4438,1.332052,0.847737,3.976357,5.154676,5.565831,6.388993
VCL,3.915277,8.605856,3.621667,5.063079,11.06125,8.567478,13.527508
DEPDC1B,0.063634,0.052249,0.098069,0.024971,0.044777,0.030801,0.052472
DAPK2,0.156678,0.106428,0.261493,0.144727,0.184543,0.174695,0.281206
NSMAF,4.962069,3.202372,2.030812,4.818729,5.613091,5.405865,5.238771
ADSS2,11.006674,4.580181,1.854308,8.253144,13.301689,11.495521,14.531311
STAP1,0.04874,0.011036,0.148809,0.05791,0.136992,0.041182,0.041206
TIMP2,4.635031,9.453217,4.002077,7.853808,67.66449,32.839924,54.444946
RFC1,12.602528,4.786965,2.634703,9.475991,12.511133,11.48198,11.656596
TBC1D23,11.747098,3.595854,1.483833,8.152454,7.290227,7.023857,8.969437
CUL3,6.416399,3.380085,1.943926,3.650095,9.363157,5.528801,8.752024
MYOM2,0.543334,0.049212,0.423684,0.485129,0.277542,0.342589,0.710648
OTC,0.054523,0.018007,0.07232,0.033228,0.041592,0.051952,0
CYP46A1,0.902334,1.267622,0.491389,1.630051,2.308134,3.981307,2.167829
ZZZ3,6.867097,3.031622,2.173074,8.973987,4.813571,4.540428,4.497025
USP2,1.834667,1.350373,0.883592,1.269527,7.403431,9.726306,10.727346
CASR,0.082528,0.498349,0.205806,0.030892,0.06123,0.024425,0.003294
TUBG2,2.423432,2.351411,1.878646,2.33605,7.544297,7.861873,8.098322
RPL26L1,6.232494,1.523161,0.813093,3.798162,6.619148,6.87741,6.955443
FLT4,0.748091,0.286161,0.781608,0.653772,2.931268,1.998387,2.552185
NSUN2,7.51371,5.739302,2.317147,7.114509,9.769521,10.291215,12.036396
FBXO42,2.441475,2.014665,1.223078,2.764952,3.651485,3.223604,3.56494
MFAP3,5.380755,0.689729,1.02014,1.458878,4.436488,8.06987,10.253645
MRI1,2.25794,1.58833,0.803516,1.988876,2.267542,1.948855,2.454112
METTL1,2.162217,0.927346,0.507937,1.520216,2.213763,2.585015,3.424424
AGA,3.155165,0.965159,1.26543,2.939502,3.294356,3.015692,4.735913
PI4K2B,3.497135,0.891449,0.306728,2.355761,3.823105,3.076053,3.922506
BOD1L1,6.583213,5.513935,3.183107,7.276142,7.987576,6.483292,7.432703
MAT2B,13.53861,2.735424,3.07555,8.464859,14.438646,10.974925,11.865766
TLL1,0.845725,1.133328,1.206638,0.102956,1.047903,0.623648,1.069654
EDC4,2.566307,3.012626,1.282368,3.917646,5.00719,6.284744,7.675976
TRIO,3.881511,5.368322,3.689884,10.163568,4.073326,2.766694,2.491886
VCAN,2.428312,1.488562,1.742616,0.962221,3.325554,0.180039,1.095304
CLEC16A,1.160634,1.036293,0.747737,1.546817,1.289305,1.61698,1.392232
MSR1,0.767729,0.514674,1.130674,0.395089,3.644919,1.039808,2.476521
CDH1,8.011276,3.529781,0.763211,11.559228,14.702432,19.729523,20.904287
MTREX,16.186234,6.047132,3.439987,14.09763,15.689324,16.538427,16.772587
DNAH5,2.652961,1.299016,0.759712,2.453998,2.043921,2.011685,1.417146
ZFYVE16,5.553408,7.547001,3.318202,10.336575,9.589899,11.199617,12.586532
RIPOR1,0.501451,1.318767,1.159762,0.748286,7.501121,6.563547,9.652154
C6,0.034334,0.042087,0.145942,0.025453,2.596393,0.092679,1.034543
RAI14,1.182074,1.352699,0.738723,1.403367,4.93255,2.50015,5.050474
SOX30,0.033553,0.035496,0.129502,0.085232,0.111683,0.175736,0.143007
PNKP,2.374425,2.53158,2.595721,6.27019,10.40352,10.246732,10.303752
BEST2,0.012231,0.040514,0.127446,0.03486,0.026224,0.039459,0.000849
PHLPP2,1.417164,1.126682,0.548238,1.622126,1.387964,1.975376,2.641992
SPDL1,2.107995,0.431368,0.682414,1.213325,1.517849,1.356525,1.511403
STAU2,6.792665,3.552188,2.683913,5.062223,8.238309,6.353127,7.44178
SLC66A1,1.13575,1.193472,0.464518,1.54418,3.085286,3.748099,4.141362
CTNS,0.820844,0.883905,0.432832,1.111665,2.061113,1.665199,1.926846
RTN4R,0.057952,0.170471,0.211939,0.265357,0.635456,1.034614,1.391565
PHF23,4.663908,2.387928,1.040546,3.166581,8.424121,8.828562,11.426532
CDH10,0.496639,0.392553,0.309302,0.909497,0.712389,0.525618,1.231015
INPP4A,2.036071,2.894871,1.431101,2.962942,3.322773,2.882261,3.139757
RAB27B,0.614926,0.274144,0.167383,0.682761,0.3456,0.694732,0.735391
PSMA4,5.994629,2.261687,1.898343,4.123756,5.225183,5.620128,5.404085
MYO16,0.220317,1.688605,2.170728,0.347061,0.306362,0.05522,0.745008
LSG1,7.646891,3.321409,1.819253,5.131772,6.53165,6.792895,6.677917
PARP3,0.914732,1.023582,1.165939,1.070129,2.906405,2.255761,2.835855
TNC,0.425524,2.359351,1.790261,0.33807,3.232648,3.469272,6.396945
THAP3,1.795356,0.866946,0.476143,1.312689,1.74163,1.782309,2.785148
RIPOR3,0.219758,1.079947,0.310533,0.641223,2.646656,0.648898,1.207877
TDP1,1.686123,1.75628,0.764678,1.442742,2.462851,1.726779,1.803139
AIFM2,0.318749,0.436663,0.507762,0.566814,1.165006,1.094544,1.761693
SPATA7,9.288981,2.199372,1.083739,8.887825,6.876452,7.541154,7.922226
MED17,3.808485,2.859835,1.990604,4.060665,4.386175,3.433351,4.729478
RETSAT,2.103502,1.593087,0.949093,2.73,5.606156,5.761285,7.538886
CAPG,1.540172,0.764688,0.987609,0.735724,7.84148,2.440707,4.16767
AP2S1,9.375992,2.640174,1.064465,7.164864,21.115938,21.165176,23.366835
USH2A,0.223083,0.39821,0.153456,0.183466,0.152686,0.162182,0.118162
ZPBP,0.044736,0.034388,0.123772,0.030097,0.020343,0.023576,0.018385
TG,0.054963,0.068652,0.607402,0.033611,0.04945,0.289144,0.158336
ADAM28,1.127994,2.003165,1.310632,2.624887,2.572188,3.353607,4.627556
BARX2,0.052029,0.410679,0.592579,0.128772,0.243576,0.455788,0.918235
DCUN1D1,6.427696,1.347085,1.245577,2.122674,7.505388,5.099777,5.514197
JADE2,1.653054,1.788231,1.07869,2.145391,5.180641,4.268704,3.379973
LCP2,1.035089,2.753059,1.488415,1.059131,4.262491,1.215037,1.030401
TRIT1,2.511502,1.106443,0.643605,1.890921,2.585069,2.184509,3.08147
ADRB1,0.014111,0.035736,0.20306,0.063872,0.403938,0.017163,0.797844
CUL7,5.488516,3.182503,1.194029,6.368649,7.706207,9.307869,10.186646
CTNNA1,19.90414,13.880744,10.932131,19.227333,30.418478,11.76092,16.553835
PHKA2,3.029872,4.074472,1.223494,6.391579,3.063363,5.727839,3.783321
CNTLN,3.050274,2.126211,1.521828,3.123393,2.962943,2.412846,2.664062
EPHA3,0.486559,0.751048,0.628101,0.765028,1.23288,1.433336,0.997473
HSPA5,51.874855,35.887726,12.498098,63.636635,91.813629,114.205727,156.845596
DSG2,1.108389,0.595804,1.013985,1.268146,2.162298,3.194336,6.582301
GEMIN8,1.474899,0.688553,0.450494,1.134099,1.501323,1.430594,1.652638
OFD1,7.978692,6.416025,3.569523,7.346408,6.487386,6.622585,5.814391
GPM6B,3.499252,5.166853,10.580205,3.707739,7.841249,4.100519,10.950918
PREX2,0.967357,2.01543,1.806762,1.691359,2.818864,2.883785,3.101294
WDR37,1.308444,1.497604,1.078035,1.725823,2.808844,2.649304,2.604241
YTHDC2,5.692352,3.521341,1.799829,4.178749,5.897689,5.701358,5.176574
CTPS2,1.711222,1.653889,1.505651,2.222488,2.302638,2.440217,3.165406
ATP6V1H,16.685089,6.118834,2.212189,13.782474,20.946524,21.702818,21.367895
POLR2B,16.213663,6.166612,2.267335,10.274779,11.857551,12.241643,14.371035
FAM214A,9.864549,3.270363,2.54534,9.333879,7.275981,10.76981,5.805655
ARAP2,5.439744,3.48798,2.123318,6.076848,3.232056,3.084599,2.943883
TPR,13.866211,7.373319,4.24777,10.618341,15.018517,15.481493,15.940453
CP,1.217137,2.83935,2.029883,2.35261,5.070006,0.814674,6.787456
KATNIP,1.478626,2.412629,2.437695,1.49869,2.102634,1.945333,1.624041
DTNBP1,1.561945,1.132857,1.066653,2.129336,5.003983,4.811148,3.893893
XK,2.061129,0.391088,0.516774,0.823661,1.893523,1.178145,1.823412
ANO2,0.031151,0.048868,0.274749,0.02964,0.031297,0.003702,0.016818
C12orf4,4.352579,1.494462,1.057542,3.256159,2.810271,2.860357,3.362667
SCML1,2.741668,2.841551,1.061021,1.497673,2.578923,2.67121,3.515718
WWC3,1.148457,1.184446,0.965025,1.429278,3.649152,2.703878,3.625534
ARHGAP6,1.799437,1.147769,0.793407,0.743968,2.890242,2.594054,2.922351
FAM184B,0.028176,0.092896,0.093059,0.035196,0.089128,0.044963,0.099543
MAP4,2.193463,4.837562,7.124947,5.443357,14.646429,19.668432,20.671459
GOPC,17.511072,3.787979,2.289849,11.870965,10.755982,11.676021,13.706054
USP28,1.900989,1.768624,1.298733,2.099847,2.821827,2.120924,2.231684
HDAC9,7.306813,3.381564,1.988706,3.232546,3.840944,4.560122,7.351944
TSPAN17,1.1713,1.164272,0.600803,1.798532,4.942581,5.282122,6.754526
NOP16,2.139933,0.827997,0.265877,1.162609,2.730845,3.439727,4.137437
CC2D2A,9.351659,2.322874,1.707502,8.168105,7.750512,6.962878,7.055163
RRM2B,13.835142,4.113815,1.915869,8.897229,15.136782,14.382257,15.376146
ZNF800,5.831058,2.462148,1.45796,3.771467,7.501261,6.373405,6.213425
TNFRSF17,0.131599,0.227986,0.369383,0.246507,0.44936,0.05887,0.0798
SNX29,3.892789,3.182931,1.550345,3.680965,5.096582,5.18743,4.533079
LMO3,15.973673,2.654511,4.558259,7.770559,12.954736,9.996115,8.592793
MRPS10,6.029982,2.037889,1.178791,4.755828,7.84277,7.221727,10.820024
RSF1,7.517446,3.879532,2.98142,7.542888,11.040895,11.749564,12.69438
VPS13D,4.774227,5.941075,3.487246,5.22968,9.154037,7.204442,5.599977
CELF2,1.835957,1.02483,1.238773,1.284927,3.430463,1.983284,2.360045
FAM120A,6.725034,6.183209,3.231368,8.714863,19.340225,20.606709,22.58144
R3HDM1,3.949388,4.807013,1.500517,3.357764,7.833197,3.334074,2.643275
COL9A2,4.656549,8.184983,2.141369,5.087376,8.881085,10.967601,11.049634
KITLG,0.949956,0.721769,0.964588,0.690399,2.480348,1.0733,1.938402
ERCC8,1.548808,0.700701,0.272897,1.683212,1.569783,1.384188,1.141571
ADAMTS6,0.366762,0.280135,0.509264,0.641152,0.420231,0.338525,0.396232
H6PD,1.0996,1.720322,1.780192,1.177493,5.514536,3.566212,5.400448
VAMP3,13.297142,6.010311,4.100822,10.259254,26.685843,19.888432,26.327019
PER3,8.561539,4.074356,1.531967,5.024301,10.321393,12.712416,14.315288
UTS2,0.029934,0.013623,0.145044,0.032946,0.129528,0.024526,0
TNFRSF9,0.020768,0.051119,0.137179,0.017584,0.00735,0.003553,0.017285
EPN3,0.048395,0.102761,0.1988,0.060259,0.49392,0.574921,0.55251
LTBP1,3.012231,2.423783,1.639886,3.3125,9.372122,5.720716,12.404846
RCN1,28.252987,7.891953,4.006076,15.700342,58.402954,47.295887,64.058655
ELN,0.414877,0.886267,1.902003,0.539416,4.511666,1.508345,2.169902
RFC2,0.794302,0.882548,0.568775,1.074954,1.977589,2.919351,3.159037
ARID1B,5.573117,13.727956,3.958758,7.619705,11.427058,10.580665,8.744081
CLPTM1L,3.908194,2.652771,1.96638,3.597679,8.317839,8.138144,10.882589
NEDD4L,9.846298,9.766839,2.374368,8.751323,12.872976,18.344049,12.582036
FOXP3,0.02899,0.061695,0.176762,0.044498,0.074116,0.04279,0.038547
PPP1R3F,2.150851,1.338986,0.647739,2.345516,3.878419,4.961498,4.296905
HEXB,12.682646,6.211426,3.27284,10.367628,25.36776,19.47065,21.515293
